Code,German idioms,Literal translation,Meaning,Ambiguity,Valence M,Valence SD,Arousal M,Arousal SD,Familiar M,Familiar SD,Transparency M,Transparency SD,Figurative M,Figurative SD,Concreteness M,Concreteness SD,Knowledge of the idiomatic meaning ,Confidence M,Confidence SD,Length in letters,Length in words
377,zum Steinerweichen heulen,to stone-softeningly cry,to create compassion through crying,U,-1.52,1.25,4.59,1.84,3.18,2.04,5.41,1.52,4.20,1.75,4.00,2.15,100,6.50,0.92,23,3
378,am Ende seiner Geduld sein,to be at the end of one's patience,to have no more patience,U,-1.71,0.78,4.68,1.78,5.41,1.78,5.81,1.83,3.23,1.87,2.50,2.00,81,6.03,1.84,22,5
379,bis in die Puppen schlafen,to sleep into the dolls,to sleep very late into the day,U,0.48,1.23,2.93,1.76,5.17,1.83,2.42,2.26,5.74,1.61,3.16,2.11,97,6.28,1.37,22,5
380,ein Schweinegeld verdienen,to earn a pig's money,to earn a lot of money,U,1.31,1.42,3.81,2.04,4.73,1.87,3.06,2.15,5.13,1.62,1.97,1.50,96,6.50,0.88,24,3
381,eine ruhige Kugel schieben,to push a calm ball,to have an easy job; to work little; to live a lazy life,U,0.56,1.11,2.77,1.67,4.80,1.79,3.58,2.19,4.94,1.69,3.13,1.93,83,5.76,1.71,23,4
382,eingeschlafene Beine haben,to have asleep legs,to feel numbness in the limbs,U,-0.97,0.76,2.21,1.45,5.39,1.52,3.97,2.39,3.84,2.28,4.86,2.42,71,6.25,1.53,24,3
383,Haare auf den Zähnen haben,to have hair on your teeth,to be choleric; to be easily irritated; to be brusque,A,-1.64,0.95,4.17,1.83,4.07,1.86,2.37,2.19,5.53,1.83,2.36,2.00,58,6.70,1.12,22,5
384,Er steht im Zenit seines Lebens,he stands at the zenith of his life,He is at the height of his life; someone who is successful and full of energy,U,1.55,1.18,3.13,1.73,2.86,1.72,4.65,2.06,4.31,1.45,2.55,2.05,89,6.38,1.12,26,6
385,noch in den Sternen stehen,still standing in the stars,something that is unknown; something that cannot be predicted; something that is not yet clear,U,-0.03,1.02,2.90,1.60,4.24,2.01,3.58,1.93,5.00,1.51,2.42,1.80,89,4.43,2.48,22,5
386,seine Zunge im Zaum halten,to hold one's tongue in the bridle,to be cautious of what one is saying,U,0.20,1.13,3.32,1.58,4.10,2.01,4.87,1.91,4.78,1.72,3.68,2.20,93,6.00,1.71,22,5
387,sich jemanden schöntrinken,to drink someone beautiful,to drink alcohol in order to find someone else more attractive,U,-1.34,1.00,3.39,1.85,5.03,1.65,4.68,2.02,3.72,1.65,4.27,2.10,81,6.18,1.16,24,3
388,vor Wut die Wand hochgehen,to walk up walls of anger,to be very angry,U,-2.16,0.73,5.52,1.23,4.64,1.79,4.94,1.98,4.81,1.69,3.85,2.23,100,5.88,2.09,22,5
389,wie eine Bombe einschlagen,to hit like a bomb,news that no one expected; an unexpected event; somethign happened unexpected/suddenly,U,0.32,1.68,5.32,1.49,5.41,1.74,5.13,1.90,4.35,2.03,3.57,2.30,93,6.37,0.96,23,4
390,bei jemandem Anklang finden,to find echo with someone,to find someone who has similar ideas,U,1.44,0.95,3.19,1.54,3.90,1.90,4.00,2.11,3.97,1.64,3.19,2.02,96,6.60,1.00,24,4
391,das Gespräch in Gang halten,to hold the talk in the hallway,keep a conversation up and running; to continue a conversation effortlessly,U,0.66,0.79,2.30,1.53,5.00,1.82,4.71,2.08,3.68,1.54,3.10,2.29,86,6.21,1.29,23,5
392,ein Wolf im Schafspelz sein,to be a wolf in a sheep coat,to pretend to be harmless,U,-1.63,1.03,4.00,1.79,4.00,1.89,4.90,1.99,4.81,2.04,2.63,2.24,92,6.00,1.26,23,5
393,Nerven wie Drahtseile haben,to have nerves like a steel cable,to be a very steady and wholesome person; to deal extremely well with pressure and stress,U,1.55,1.29,4.23,1.67,5.48,1.40,5.66,1.75,4.25,1.68,3.50,2.22,97,4.36,2.33,24,4
394,sich den Bauch vollschlagen,to bang the stomach full,to eat well and much,U,0.39,1.23,3.16,1.97,5.33,1.79,4.94,2.02,3.53,1.74,5.23,2.06,100,6.43,0.92,24,4
395,sich etwas zu Herzen nehmen,to take something to heart,to be affected by something; to follow an advice,U,-0.58,1.09,4.55,1.69,5.90,1.27,4.06,2.14,4.72,1.67,2.80,2.09,94,5.21,2.16,23,5
396,sich seinen Ärger verbeißen,to sink one's teeth into anger,to be angry but not express it; to avoid conflict,U,-1.00,1.13,3.93,1.70,3.46,1.82,4.16,2.13,4.14,1.69,3.79,2.28,88,6.10,1.40,24,4
397,wie die Made im Speck leben,to live like the maggot in bacon,to live lavishly,U,0.81,1.90,3.90,2.01,5.21,1.68,5.59,1.78,4.77,1.78,3.90,2.23,83,6.29,1.07,22,6
398,aus dem Nähkästchen plaudern,to talk out of the sewing box,to talk a lot; to gossip; to talk a lot about private things,U,-0.29,1.01,3.10,2.04,4.60,1.73,2.71,2.19,5.16,1.78,3.10,2.26,100,6.00,1.36,25,4
399,bei jemandem verspielt haben,to have gambled away with someone,to have lost someone's respect,U,-1.77,0.67,4.55,1.65,4.73,1.68,3.58,2.25,4.68,1.60,2.42,1.80,100,6.07,1.36,25,4
400,bis über beide Ohren grinsen,to grin over both ears,to grin like a Cheshire cat; to be extremely happy and smile a lot,U,2.21,0.77,4.52,1.79,5.18,1.79,5.97,1.31,4.07,1.84,4.71,2.34,100,5.35,1.99,24,5
401,den Kopf in den Wolken haben,to have the head in the clouds,to lose contact with reality; to be a dreamer,U,-0.18,1.09,3.57,1.50,3.46,1.86,3.75,1.82,5.31,1.53,2.55,1.77,82,5.93,1.70,23,6
402,jemandem auf den Fersen sein,to be at someone's heels,to follow someone closely (literally or metaphorically),U,-0.16,1.07,4.35,1.58,4.50,2.00,4.73,1.82,3.66,1.49,3.48,2.19,93,6.16,1.51,24,5
403,jemandem zum Teufel schicken,to send someone to the devil,to stop caring about someone; to interrupt contact with someone; to send someone away; not wanting to have anything to do with someone,U,-1.77,1.20,4.61,1.71,4.79,1.84,5.06,1.98,4.84,1.74,2.77,1.98,94,6.54,1.26,25,4
404,sich den Mund fusselig reden,to talk the mouth fuzzy,to talk a lot but not achieve anything with these words,U,-1.13,0.72,4.45,1.73,5.10,1.84,4.32,2.01,4.81,1.68,4.77,2.08,100,6.10,1.40,24,5
405,auf einen Sprung hereinkommen,to come in for a jump,to visit someone for a short visit,U,0.50,0.90,2.84,1.70,5.14,1.69,3.65,2.35,4.35,1.64,4.13,2.11,97,4.84,2.34,26,4
406,auf Kleinigkeiten herumreiten,to ride on bagatelles,to insist on small and unnecessary details,U,-1.35,0.75,3.37,1.79,4.57,1.76,4.31,2.04,5.09,1.61,3.00,1.97,100,6.31,1.14,27,3
407,aus jemandem Kleinholz machen,to make someone into kindling,to beat someone up; to hit someone,U,-2.00,0.89,5.13,1.71,4.10,2.11,4.75,2.29,4.94,1.63,3.48,2.16,77,6.50,1.27,26,4
408,das Herz auf der Zunge tragen,to carry the heart on the tongue,to talk without thinking beforehand; to say things easily and carelessly; to express feelings openly; to be open,U,0.50,1.33,4.10,1.68,3.79,1.88,4.00,2.02,5.47,1.74,3.00,2.18,100,6.37,1.30,24,6
409,das Rad der Zeit zurückdrehen,to turn back the wheel of time,to try and go back in time; to miss the past; to be nostalgic; to make something undone; to take back what one has done,U,0.06,1.00,3.61,1.91,3.89,1.66,5.00,1.88,4.63,1.84,2.55,2.11,85,6.83,0.38,25,5
410,dem Tod ins Angesicht blicken,to look into the death's face,to be close to death,U,-2.19,1.08,5.26,1.63,4.24,1.96,5.63,1.58,5.06,1.74,3.57,2.39,79,5.72,1.71,25,5
411,eine Ausgeburt der Hölle sein,to be the spawn of hell,to be a terrible person,U,-2.68,0.54,5.87,1.07,3.76,1.99,5.03,1.77,5.06,2.00,2.16,1.81,93,5.84,1.95,25,5
412,jemandem das Wort abschneiden,to cut someone's word,not to let people finish speaking; to interrupt someone,U,-1.42,0.72,3.61,1.65,4.69,1.79,5.00,2.05,4.25,1.61,3.84,2.41,100,6.42,1.15,26,4
413,jemandem läuft die Galle über,someone's bile spills over,to release one's anger; to get very angry,U,-2.23,0.82,4.86,1.64,3.57,1.99,3.32,2.26,4.67,1.79,3.10,2.10,96,6.47,0.90,25,5
414,Schmetterlinge im Bauch haben,to have butterflies in the belly,to be in love,U,2.47,0.78,5.58,1.52,5.83,1.49,3.55,2.11,5.63,1.90,3.39,2.20,100,4.73,2.29,26,4
415,die Ehrlichkeit in Person sein,to be honesty in person,to be an honest person,U,2.26,0.96,3.61,1.58,4.40,1.90,6.00,1.55,3.78,1.81,2.61,2.32,100,5.92,1.89,26,5
416,etwas nicht übers Herz bringen,to be unable to bring something over the heart,to be unable to do something because of pity,U,-0.23,1.18,4.55,1.67,5.59,1.68,3.84,2.07,5.06,1.83,2.81,2.07,93,5.88,1.88,26,5
417,jemandem den Geldhahn zudrehen,to close someone's money tap,to stop funding someone; to stop giving someone money,U,-1.78,0.83,3.94,2.14,4.33,1.71,5.66,1.68,4.16,1.65,3.23,2.35,97,5.20,1.85,27,4
418,jemandem sein Herz ausschütten,to spill one's heart to someone,to openly talk about one's problems with someone; to have an honest and confessing conversation,U,0.47,1.22,5.29,1.37,5.67,1.52,5.00,1.97,4.44,1.78,3.31,2.16,96,6.00,1.63,27,4
419,jemandem wächst etwas ans Herz,someone grows something to his/her heart,to get slowly attached to something,U,1.48,1.03,4.19,1.64,5.53,1.55,4.34,2.01,4.97,1.79,2.84,2.10,100,5.88,1.88,26,5
420,jemandes Argumente zerpflücken,to pick someone's arguments to pieces,to disagree with someone; to refute someone's arguments,U,-1.13,1.18,3.94,1.48,3.61,2.02,4.80,1.77,4.44,1.29,3.27,2.02,85,5.71,1.52,28,3
421,mit gespaltener Zunge sprechen,to speak with a split tongue,"to say one thing, but actually mean something else; to be dishonest",U,-1.61,0.76,4.39,1.69,3.96,1.91,3.87,2.21,5.13,1.88,3.90,2.29,89,4.16,2.54,27,4
422,von der Hand in den Mund leben,to live from the hand in the mouth,to survive on a day-to-day basis; to have little money,U,-1.57,1.30,3.97,1.78,4.63,1.77,4.50,2.29,4.53,1.88,3.47,2.34,79,5.94,1.65,24,7
423,noch grün hinter den Ohren sein,to be green behind the ears,to be immature and unexperienced,U,-0.87,0.90,2.81,1.66,4.14,1.83,2.94,2.10,6.00,1.19,2.97,2.21,96,6.61,0.69,26,6
424,seine Bedenken über Bord werfen,to throw one's concerns overboard,"to stop worrying, to abandon one's worries, to act spontaneously",U,0.75,0.92,3.29,1.72,3.79,2.04,5.03,1.94,4.31,1.77,3.29,2.21,82,6.04,1.15,27,5
425,dem Tod ein Schnippchen schlagen,to strike death a fillip,"not to die, even though one was close to",U,1.58,1.36,4.58,1.48,3.38,1.78,3.65,2.39,4.71,1.53,1.84,1.46,96,6.29,1.38,28,5
426,dem Tod von der Schippe springen,to jump off death's shovel,"not to die, even though one was close to",U,0.87,2.24,5.33,1.37,4.03,1.88,4.90,1.97,5.22,1.79,2.97,2.04,96,6.07,1.46,27,6
427,der Stimme seines Herzens folgen,to follow the voice of your heart,to do what feels right,U,1.74,1.03,4.20,1.85,4.34,2.11,4.59,1.93,4.38,2.01,2.65,2.30,86,6.31,1.12,28,5
428,jemandem Worte in den Mund legen,to put words into someone's mouth,to change someone's statement to one's own advantage; to express someone's opinion wrongly,U,-1.28,0.77,3.71,1.75,4.90,1.86,5.41,1.76,4.25,1.48,3.55,2.16,68,6.38,1.05,27,6
429,von Luft und Liebe leben,to live of air and love,not to need materialistic goods to survive; to be naive (when being in love),U,0.29,1.44,4.03,1.83,5.17,1.65,4.71,2.21,4.78,1.83,2.67,2.02,68,5.21,1.99,20,5
430,wie ein Honigkuchenpferd grinsen,to grin like a honey-cake-horse,to be extremely happy and grin a lot,U,1.53,1.19,4.84,1.55,4.10,1.94,3.00,1.97,5.13,1.68,3.67,2.32,100,6.21,1.34,29,4
431,sich etwas aus den Fingern saugen,to suck something out of your fingers,to invent a story because one does not know the facts; to tell something that is not true,U,-1.10,0.91,3.45,1.75,5.07,1.91,3.28,2.26,5.28,1.67,3.47,2.16,94,5.67,1.75,28,6
432,bis über beide Ohren verliebt sein,to be in love over both ears,to be crazily in love,U,2.42,0.92,5.35,1.66,5.72,1.41,4.29,2.21,4.94,1.65,2.77,1.80,100,6.69,0.71,29,6
433,jedes Wort auf die Goldwaage legen,to place every word onto the gold-scale,to analyse every word that is being said; to overvalue what is being said,U,-1.22,0.79,3.97,2.11,4.97,1.81,4.77,1.89,4.94,1.68,2.74,1.88,86,6.46,0.95,29,6
434,jemandem liegt etwas auf der Seele,something is lying on someone's soul,to have a secret/problem/issue that has been bothering someone,U,-0.91,1.03,4.35,1.50,5.03,1.67,4.10,2.02,4.63,1.66,3.16,1.98,93,6.78,0.51,29,6
435,sich die Beine in den Bauch stehen,to stand one's legs into the belly,to stand for a long time,U,-1.17,0.70,3.39,1.94,4.57,1.89,4.22,2.15,4.66,1.62,4.45,2.23,93,6.39,1.26,28,7
436,es faustdick hinter den Ohren haben,to have it fist-thick behind the ears,to be cheeky and play tricks,U,-0.39,1.41,3.80,1.77,5.20,1.71,2.88,2.18,5.25,1.63,2.33,1.83,88,6.65,0.88,30,6
437,jemandem das Wort im Munde umdrehen,to turn someone's word in their mouth,to change the meaning of what other people have said,U,-1.42,1.18,4.03,1.78,5.41,1.48,4.69,2.10,4.91,1.78,3.03,2.32,97,6.15,1.41,30,6
438,ordentlich einen in der Krone haben,to have something thoroughly in the crown,to be drunk,U,-1.48,0.78,3.87,1.96,4.48,1.99,2.52,2.25,5.35,1.50,3.10,2.17,100,5.44,1.98,30,6
439,sich die Lunge aus dem Hals schreien,to scream the lunge out of the throat,to scream excessively,U,-1.47,1.05,5.35,1.36,4.45,1.97,5.57,1.68,4.13,1.58,5.13,2.15,92,6.40,1.19,30,7
440,sich die Nacht um die Ohren schlagen,to slap the night around one's ears,"to stay up the whole night to do something (e.g., to work or to party); to be unable to sleep because of worries",U,-0.61,0.84,3.74,1.73,5.38,1.80,3.37,2.33,4.97,1.62,3.33,1.92,100,6.00,1.71,30,7
441,Gras über die Sache wachsen lassen,to let grass grow over something,to forget about a bad incident that happened,U,0.25,1.08,3.23,1.87,4.83,1.76,4.35,2.04,4.97,1.66,2.94,2.14,100,5.82,1.76,29,6
442,jemandem das Wort aus dem Mund nehmen,to take the word out of someone's mouth,to express a thought that someone else wanted to say; to say something before the other person could say the same,U,-0.53,1.14,3.65,1.76,4.44,1.89,4.81,1.97,4.90,1.47,3.17,2.25,88,6.77,0.50,31,7
443,bis über die Ohren in Schulden stecken,to be in debts over both ears,to be heavily in debt,U,-2.35,0.71,4.42,1.78,4.62,1.97,5.68,1.76,4.90,1.83,3.10,2.10,100,5.88,1.68,32,7
444,eine Stange Wasser in die Ecke stellen,to put a pole of water into the corner,to urinate,U,-0.06,1.20,2.80,1.96,3.64,2.27,2.39,2.13,5.12,1.88,2.43,1.53,73,5.89,1.64,32,7
445,jemandem die Seele aus dem Leib prügeln,to beat the soul out of someone's body,to beat someone excessively,U,-2.81,0.40,6.03,1.25,4.17,1.89,5.61,1.41,4.63,1.56,4.29,2.15,93,6.53,1.22,33,7
446,jemandem hängt der Himmel voller Geigen,someone's sky hangs full of violins,someone is happy,U,1.26,1.52,4.18,1.91,2.96,2.16,2.82,1.91,5.57,1.62,2.61,1.95,68,6.38,0.85,34,6
447,die Weisheit mit Löffeln gefressen haben,to have wisdom eaten with a spoon,someone who pretends to know everything,U,-0.55,1.50,3.68,1.81,4.55,2.01,4.03,1.99,5.41,1.48,3.16,2.24,79,5.75,1.57,35,6
448,für jemanden die Sterne vom Himmel holen,to fetch the stars from the sky for someone,to do anything for someone; to spoil someone; to do the impossible for someone,U,2.13,0.90,5.03,1.58,5.03,1.72,4.84,1.77,5.38,1.81,2.97,2.11,97,5.96,1.48,34,7
449,nicht jedes Wort auf die Goldwaage legen,not to put every word onto the golden scales,not to take someone's words so seriously,U,0.58,1.18,3.13,1.86,4.97,1.74,4.57,1.96,4.91,1.53,2.27,1.70,89,6.39,1.31,34,7
450,nur noch ein Schatten seiner selbst sein,to be only a shadow of oneself,to appear in an unhealthy condition; to be very thin,U,-2.31,0.74,4.53,1.66,4.27,1.87,4.83,2.10,4.91,1.61,2.93,2.08,96,6.76,0.51,34,7
451,einem ist die Laus über die Leber gelaufen,a louse ran over someone's liver,someone is in a bad mood,U,-1.42,0.72,3.87,1.78,4.76,1.98,2.66,2.21,5.75,1.52,2.84,2.03,87,6.67,0.55,35,8
452,der Mutter wie aus dem Gesicht geschnitten sein,to be cut out of the mother's face,to look exactly like one's mother,U,0.77,1.09,2.58,1.34,4.59,2.06,5.84,1.37,4.42,1.82,4.17,2.57,100,6.63,0.72,40,8
453,sein Licht nicht unter den Scheffel stellen,to put one's light not under the bushel,not to conceil one's talents; to show openly what one can do,U,1.32,1.03,3.14,1.41,4.44,1.67,3.13,2.21,5.34,1.40,2.74,2.03,93,5.46,1.88,37,7
454,ein Gesicht machen wie drei Tage Regenwetter,to make a face like three rainy days,to appear in a bad mood; to look unhappy and dissatisfied,U,-1.55,0.81,3.65,1.82,4.47,1.70,5.81,1.60,4.56,1.83,3.61,2.30,100,6.38,1.47,38,7
455,die Weisheit nicht mit Löffeln gegessen haben,not to have eaten wisdom with a spoon,someone who does not know a lot; to be stupid,U,-1.03,0.84,3.32,1.74,4.67,1.58,4.56,2.08,5.41,1.60,2.83,2.14,81,5.78,1.74,39,7
456,das Herz ist vor Schreck in die Hose gerutscht,"out of fright, the heart slipped into the pants ",to get extremely scared,U,-1.26,0.93,5.17,1.68,4.72,2.07,4.19,2.15,5.32,1.62,3.33,2.37,100,6.36,1.06,38,9
457,mit einem goldenen Löffel im Mund geboren sein,to be born with a golden spoon in the mouth,to be born in a privileged position,U,0.10,1.63,2.97,1.86,3.74,1.97,4.03,2.27,5.77,1.38,2.76,2.03,95,5.62,1.74,39,8
458,sich wie ein Elefant im Porzellanladen benehmen,to behave like an elephant in the procellan shop,to behave clumsily; to behave cautionlessly,U,-1.61,0.67,4.35,1.89,4.97,1.86,5.30,2.00,4.52,1.95,3.43,2.27,97,5.87,1.52,41,7
459,ein Engel sein,to be an angel,to be well-behaved; if someone has done something nice for you (such as help an old lady carry her shopping bags),U,2.19,0.91,3.68,1.85,5.30,1.62,5.90,1.68,4.47,1.87,2.19,1.83,93,6.13,1.41,12,3
460,Kreide fressen,to eat chalk,to exhibit a mild and harmless way of speaking; to pretend to be peaceful; to flatter someone,A,-1.63,0.63,4.04,1.95,3.48,2.18,2.30,2.01,5.83,1.39,4.18,2.44,54,5.58,1.80,13,2
461,das Eis brechen,to break the ice,to lose tension in a situation or between people; to make an encounter more relaxing and enjoyable,A,1.42,0.62,3.67,1.86,4.76,1.86,3.26,2.10,5.25,1.55,3.45,2.10,88,6.76,0.51,13,3
462,Süßholz raspeln,to rasp licorice,to flirt with someone; to flatter someone; to compliment someone,A,-0.33,1.21,3.80,1.75,4.52,2.08,2.40,2.16,5.70,1.70,3.13,2.10,100,5.81,1.30,14,2
463,aufgekratzt sein,to be up-scratched,to be excited; to have a lot of energy; to be agitated; to be very active (may be positive or negative),A,-0.65,1.05,3.52,1.73,5.38,1.61,3.16,2.10,5.45,1.63,3.60,2.06,83,6.25,0.98,15,2
464,einen Kater haben,to have a tomcat,to be hung-over,A,-1.52,0.85,2.77,1.65,5.73,1.80,2.13,2.08,6.09,1.49,3.50,2.33,96,6.59,0.64,15,3
465,eine Meise haben,to have a tit,to be a little bit crazy,A,-1.45,0.89,3.77,1.91,4.97,1.94,2.00,1.88,5.53,1.76,2.74,2.03,97,6.34,1.04,14,3
466,ans Bett gefesselt,to be chained to the bed,to be ill in bed,A,-1.84,1.04,4.00,1.46,4.62,1.90,5.61,1.67,4.42,1.73,4.71,2.36,89,6.43,0.97,16,3
467,den Löffel abgeben,to hand-over the spoon,to die,A,-2.34,0.94,4.52,2.03,5.10,1.79,2.25,2.06,5.16,2.03,3.55,2.57,100,5.54,1.86,16,3
468,dicke Freunde sein,to be fat friends,to be close friends,A,2.33,0.80,4.45,1.82,5.57,1.59,3.97,2.50,4.22,2.01,2.71,1.79,100,6.35,1.31,16,3
469,die Füße hochlegen,to elevate the feet,not to do anything; to relax,A,0.65,1.38,2.71,1.75,5.77,1.28,5.56,1.56,3.78,2.03,5.21,2.14,100,6.25,1.08,16,3
470,ein Veilchen haben,to have a violet,to have a black eye,A,-1.47,0.90,3.28,1.94,4.57,1.77,3.03,2.27,5.44,1.81,4.45,2.38,97,6.36,1.37,16,3
471,einen Zahn zulegen,to put on a tooth,"to speed up something (action, work, means of transportation)",A,0.52,1.03,3.13,1.81,5.31,1.58,2.39,2.26,5.63,1.79,3.06,2.13,97,6.34,0.86,16,3
472,die Zelte abbrechen,to break down all tents,to leave from somewhere permanently; to move somewhere else,A,-0.38,1.04,3.45,1.95,4.47,1.81,4.72,1.85,4.34,1.68,3.29,1.99,90,6.11,1.50,17,3
473,dran glauben müssen,to have to believe in something,to be victim; to be chosen for an unpleasent task; having to die; to destroy something,A,-1.91,1.25,4.13,1.84,4.93,1.76,2.94,2.34,5.09,1.65,2.52,2.14,78,6.40,0.93,17,3
474,ein alter Hase sein,to be an old hare/rabbit,to be experienced in something; to know how things work,U,1.26,1.09,2.73,1.68,5.00,1.80,3.13,2.20,5.50,1.63,2.77,2.12,100,5.56,1.76,16,4
475,ein dumme Gans sein,to be a stupid goose,to be/act stupidly (mainly used for women and girls),U,-1.88,0.91,3.10,1.71,4.13,2.11,4.68,1.92,4.34,1.66,2.39,1.71,93,5.86,1.78,16,4
476,in die Pfanne hauen,to throw into the pan,to trick/deceive someone and to succeed,A,-1.48,1.15,4.30,1.44,4.59,2.03,2.60,2.13,5.16,1.75,3.47,2.26,66,6.70,0.67,16,4
477,sich aufs Ohr legen,to lie oneself onto the ear,to go to sleep,A,0.74,0.93,2.87,1.98,5.50,1.57,4.68,2.02,3.88,1.79,5.10,2.28,100,6.77,0.50,16,4
478,sich ins Zeug legen,to put oneself into the stuff,to put a lot of effort into something,A,1.65,0.88,3.35,1.99,5.69,1.56,2.72,2.25,4.53,1.87,2.90,2.01,94,6.62,0.86,16,4
479,zur Flasche greifen,to grab for the bottle,to drink alcohol,A,-2.03,0.80,3.42,1.96,4.56,1.93,4.50,2.09,3.45,1.63,5.33,2.29,96,5.77,2.07,17,3
480,alle Register ziehen,to draw all registers,to do everything possible; to use all possible means to achieve something,A,0.48,1.15,3.48,1.90,4.80,1.56,3.91,1.99,4.26,1.75,3.06,2.39,90,6.52,1.09,18,3
481,am Rockzipfel hängen,to hang at the skirt-end,to be very attached to one's mother,A,-0.90,0.66,2.84,1.66,4.33,2.02,3.81,1.83,4.41,1.72,3.74,2.21,88,6.83,0.47,18,3
482,auf großem Fuß leben,to live on the big foot,to spend a lot of money; to spend money generously,A,-0.11,1.52,3.77,1.87,4.60,1.77,3.43,2.36,5.34,1.52,2.93,1.87,69,5.96,1.48,17,4
483,den Vogel abschießen,to shoot the bird,1. to be successful; to achieve something; to create excitement 2. to do something embarrassing; to make a mistake,A,-0.16,1.32,3.87,1.89,5.00,1.75,2.52,2.05,5.47,1.46,3.40,2.43,89,4.37,2.04,18,3
484,die Hosen voll haben,to have the trousers full,to be afraid; to be scared,A,-1.61,0.84,4.71,1.83,5.48,1.53,4.13,2.00,4.68,1.72,3.83,2.25,88,6.50,1.07,17,4
485,ein Waschlappen sein,to be a washing cloth,to be a coward; to be fainthearted; to be unmanly,U,-1.75,1.19,3.68,1.87,4.53,2.05,3.06,2.06,5.34,1.77,2.70,1.82,97,6.68,0.55,18,3
486,eine graue Maus sein,to be a grey mouse,to be unnoticable; to be boring; not to stand out (mainly used for women and girls),U,-1.20,1.00,2.87,1.71,4.93,1.91,4.35,1.92,4.65,1.91,3.00,2.03,97,5.15,2.27,17,4
487,eine lahme Ente sein,to be lame like a duck,to be slow either physically or in terms of understanding an issue,U,-1.45,0.72,3.03,1.64,4.97,1.88,5.27,1.91,4.56,1.74,3.19,2.12,100,6.33,1.15,17,4
488,einen Dickkopf haben,to have a thick head,to be stubborn,A,-1.06,1.21,3.48,1.90,5.45,1.78,4.06,2.17,4.38,1.84,3.23,2.26,93,6.63,0.61,18,3
489,gegen die Wand reden,to talk against the wall,"to talk to someone, knowing that they do not care; to be unable to get someone to understand you",A,-1.55,0.68,4.10,1.58,4.77,1.87,4.94,1.81,4.66,1.56,4.39,2.25,96,5.97,1.76,17,4
490,nicht richtig ticken,not ticking properly,to be crazy,U,-1.55,1.15,3.90,1.92,5.80,1.45,3.78,2.22,4.94,1.55,2.73,2.02,100,6.32,1.42,18,3
491,Seemannsgarn spinnen,to yarn seaman's tread,to tell unbelievable stories; to make-up stories that no one believes,A,-0.79,0.82,2.97,1.78,3.37,1.96,2.70,2.14,5.14,1.92,2.38,1.61,96,6.32,1.38,19,2
492,zu hoch für jemanden sein,something is too high for someone,something is too complicated for someone to understand,A,-1.00,0.53,3.77,1.74,4.75,1.82,3.87,1.86,4.59,1.66,2.73,1.91,79,5.23,2.10,21,5
493,an der Strippe hängen,to hang on the strap,to constantly use the telephone/mobile phone,A,-0.39,1.20,2.60,1.45,4.13,1.93,2.47,1.98,4.34,1.73,4.06,1.93,96,6.19,1.30,18,4
494,auf dem Ohr taub sein,to be deaf on the ear,not to listen to a certain person/topic,A,-1.13,0.81,2.94,1.67,4.39,1.93,4.68,2.12,4.22,1.74,5.00,2.35,63,6.10,1.70,17,5
495,auf der Straße sitzen,to sit on the street,to be homeless,A,-2.03,1.05,4.03,2.07,5.57,1.20,4.13,2.23,2.72,1.49,5.06,2.14,100,5.67,1.80,18,4
496,das Gesicht verziehen,to distort the face,to show displeasure by making a grimace; to show disgust for/disapprove of something/someone,A,-0.87,0.43,3.00,1.81,5.38,1.66,5.22,1.88,3.53,1.83,5.33,2.19,89,6.07,1.76,19,3
497,den Rotstift ansetzen,to place a red pen,to start saving; to reduce expenses,A,-1.37,1.03,3.40,1.94,4.12,1.99,4.16,2.15,4.47,1.87,3.97,2.36,73,5.17,2.18,19,3
498,die Fassung verlieren,to loose the frame,to get outraged; to get extremely angry; to lose one's temper,A,-1.71,1.01,4.87,1.81,5.60,1.52,4.06,2.46,4.13,2.06,2.68,1.89,89,6.57,1.17,19,3
499,ein Sonntagskind sein,to be Sunday's child,to be a spoilt or privileged person/child,A,1.54,1.37,3.04,1.77,4.28,1.84,3.25,2.41,4.97,1.86,2.10,1.90,88,6.55,0.69,19,3
500,keinen Handschlag tun,not to do a single handclap,not to do anything to help/support anyone,A,-1.53,0.86,3.00,1.88,5.23,1.56,4.81,2.12,3.67,1.71,4.45,2.35,96,5.04,2.24,19,3
501,nicht ganz dicht sein,not to be completely sealed,to be a little bit crazy,U,-1.71,0.90,3.74,1.91,6.03,1.21,3.50,1.98,5.06,1.76,2.71,2.15,86,6.22,0.94,18,4
502,rote Zahlen schreiben,to write red numbers,to be in debt (mainly for companies),A,-2.10,0.87,3.37,1.90,5.14,1.84,4.35,2.29,4.13,1.93,4.10,2.37,89,5.78,1.95,19,3
503,tauben Ohren predigen,to preach to deaf ears,someone's ideas/opinion is not acknowledged; someone does not listen to other people's ideas,A,-1.33,0.56,3.33,1.81,3.23,2.07,5.29,1.74,3.83,1.53,4.07,2.16,68,6.39,1.05,19,3
504,die Ärmel hochkrempeln,to tuck up the sleeves,to work a lot; to be very capable/efficient; to be motivated to do something,A,0.97,0.87,3.52,1.52,5.17,1.71,4.53,2.18,4.16,1.98,4.19,2.34,97,6.63,0.85,20,3
505,kleine Brötchen backen,to bake small bread rolls,to become humble after showing off (and often failing),A,-0.40,1.00,2.86,1.53,4.63,1.57,4.00,2.09,5.00,1.72,4.16,2.45,68,6.08,1.98,20,3
